Name	par	average	ratio
Donepezil	k	1.1438814659542	0.96058109510915
Donepezil	r	1.29681984688837	1.01682685913293
Donepezil	t_mid	2.20325262076055	1.00711129944544
Entacapone	auc_e	14.70838125	0.850980124616352
Entacapone	auc_l	14.8190501537535	0.851951505792211
Entacapone	k	1.15936913802044	0.949582601732652
Entacapone	r	0.746862152182871	0.608771257100147
Entacapone	t_mid	3.63156213876143	1.65088713300684
Etacrynic acid	auc_e	16.0956416666667	0.952397787984803
Etacrynic acid	auc_l	16.1751318371753	0.952185602313988
Etacrynic acid	k	1.14295932978544	0.959806725913395
Etacrynic acid	r	1.18625262058602	0.930131914022535
Etacrynic acid	t_mid	2.29362007595182	1.04841844886975
Fluorouracil	auc_e	10.7549270833333	0.622245849767783
Fluorouracil	auc_l	10.8119676438696	0.621583166208416
Fluorouracil	k	0.767278689339117	0.628440476965511
Fluorouracil	r	1.16852366492573	0.952469767505276
Fluorouracil	t_mid	2.35176020734134	1.06909658099406
Indomethacin	auc_e	16.2817354166667	0.942009388956074
Indomethacin	auc_l	16.3773180088518	0.941536778249256
Indomethacin	k	1.15230856844183	0.94379963424603
Indomethacin	r	1.29951358854294	1.05924034121133
Indomethacin	t_mid	2.24674440403502	1.02135700452081
Levocarnitine	auc_e	16.95089375	1.00300404582806
Levocarnitine	auc_l	17.0645335618107	1.00454223998446
Levocarnitine	k	1.19664657382822	1.00489090046376
Levocarnitine	r	1.26190893188899	0.989453468655103
Levocarnitine	t_mid	2.190359227198	1.00121770275903
Melatonin	auc_e	17.2214145833333	1.01901107733424
Melatonin	auc_l	17.3838479784305	1.02333940301084
Melatonin	k	1.2189125	1.02358884110035
Melatonin	r	1.24677500574263	0.977587068995447
Melatonin	t_mid	2.18725385160562	0.999798229195876
Miglitol	auc_e	16.6996229166667	0.949098921760917
Miglitol	auc_l	16.8198963416987	0.948958569809887
Miglitol	k	1.1768375	0.945072622611054
Miglitol	r	1.26947587990706	1.04353534350557
Miglitol	t_mid	2.1573129642855	0.97581161858819
Mycophenolic acid	auc_e	16.2376291666667	0.939457541714464
Mycophenolic acid	auc_l	16.3356669734674	0.939142248104249
Mycophenolic acid	k	1.14172218455812	0.935128844571223
Mycophenolic acid	r	1.41982660421937	1.1573081112607
Mycophenolic acid	t_mid	2.1600133283629	0.981929559419236
Panobinostat	auc_e	17.2411541666667	0.979876067331185
Panobinostat	auc_l	17.3659103803589	0.979764033214473
Panobinostat	k	1.21653685232181	0.97695363508281
Panobinostat	r	1.26107402296087	1.03662884389168
Panobinostat	t_mid	2.17533007623	0.983961250774114
Sulfasalazine	auc_e	14.9160916666667	0.882602446234372
Sulfasalazine	auc_l	14.9894059516002	0.88238517484911
Sulfasalazine	k	1.09198544973981	0.917001114516108
Sulfasalazine	r	1.11705244356135	0.875872566570171
Sulfasalazine	t_mid	2.7322344089649	1.24890996160591
Tafamidis	auc_e	15.0498083333333	0.855334095455506
Tafamidis	auc_l	15.1230602900604	0.853225095592652
Tafamidis	k	1.11381628020418	0.894462721522259
Tafamidis	r	1.05810015424165	0.8697801395019
Tafamidis	t_mid	2.87642973605228	1.30108778974589
Tegafur	auc_e	16.7187979166667	0.950188705159954
Tegafur	auc_l	16.8160782128757	0.948743155517576
Tegafur	k	1.18634653108529	0.95270895723352
Tegafur	r	1.20871659456557	0.993589958403313
Tegafur	t_mid	2.27023355129387	1.02688868649848
Tolcapone	auc_e	14.2669604166667	0.810842066065455
Tolcapone	auc_l	14.3681538627796	0.810634171783174
Tolcapone	k	1.06555180852043	0.855703393379593
Tolcapone	r	1.05361971503525	0.866097126110062
Tolcapone	t_mid	2.96303885963169	1.34026346358815
Ursodeoxycholic acid	auc_e	14.87036875	0.845135906196219
Ursodeoxycholic acid	auc_l	14.9500374450345	0.843463352224879
Ursodeoxycholic acid	k	1.09593880811738	0.880106016003673
Ursodeoxycholic acid	r	1.1861022804194	0.975000525981492
Ursodeoxycholic acid	t_mid	2.82001624222644	1.27557042456442
Valdecoxib	auc_e	17.4240270833333	1.03099989398501
Valdecoxib	auc_l	17.5843064058863	1.03513984027512
Valdecoxib	k	1.2375625	1.03925028676321
Valdecoxib	r	1.19046259610787	0.933432924719732
Valdecoxib	t_mid	2.23342454107606	1.02090294620868
Xanthinol	auc_e	17.06899375	1.0099921598213
Xanthinol	auc_l	17.2115389589312	1.01319604410856
Xanthinol	k	1.207525	1.01402612193222
Xanthinol	r	1.22863328688569	0.963362281297421
Xanthinol	t_mid	2.19258790964706	1.00223643808523
Allopurinol	auc_e	16.8056916666667	0.984947158216438
Allopurinol	auc_l	16.8911806197962	0.98490069304969
Allopurinol	k	1.23614863842796	0.992572609430366
Allopurinol	r	1.0856095440112	0.955540709514647
Allopurinol	t_mid	2.61667856726404	1.041548832514
Alogliptin	auc_e	17.44535625	1.00784477081075
Alogliptin	auc_l	17.5342158204269	1.00821609411327
Alogliptin	k	1.26995410950468	1.013004532323
Alogliptin	r	1.14094977849471	0.965186711440134
Alogliptin	t_mid	2.47502316812918	1.02614159564542
Azathioprine	auc_e	16.7363166666667	0.980881231597256
Azathioprine	auc_l	16.8264896129183	0.981128652542734
Azathioprine	k	1.23919996804451	0.995022691973497
Azathioprine	r	0.995418280011401	0.876155423276322
Azathioprine	t_mid	2.6875961904184	1.06977704843826
Chlorothiazide	auc_e	17.4229979166667	1.00655309587954
Chlorothiazide	auc_l	17.5102875748482	1.00684022178779
Chlorothiazide	k	1.27562398260905	1.01752722106383
Chlorothiazide	r	1.06627170056504	0.902012775293087
Chlorothiazide	t_mid	2.54633275832607	1.05570646502189
Chlorthalidone	auc_e	17.5166416666667	1.00326802376918
Chlorthalidone	auc_l	17.5967874887515	1.00302976226785
Chlorthalidone	k	1.26172597837853	1.0071580858792
Chlorthalidone	r	1.24613655324627	0.947265910525021
Chlorthalidone	t_mid	2.34434649876163	1.02270492494382
Control	auc_e	17.4595833333333	1
Control	auc_e	17.3095666666667	1
Control	auc_e	17.06253125	1
Control	auc_l	17.5436344470629	1
Control	auc_l	17.3913270407058	1
Control	auc_l	17.150135784242	1
Control	k	1.25275862455803	1
Control	k	1.25365096500846	1
Control	k	1.24539870099517	1
Control	r	1.31550870711224	1
Control	r	1.18210265948681	1
Control	r	1.13612066257503	1
Control	t_mid	2.29229999932816	1
Control	t_mid	2.41197041288676	1
Control	t_mid	2.51229561742978	1
Dapagliflozin	auc_e	17.7336729166667	1.0245012632706
Dapagliflozin	auc_l	17.8275015674026	1.02508000255966
Dapagliflozin	k	1.28878637485158	1.02802646894854
Dapagliflozin	r	1.15379071389168	0.97604950351146
Dapagliflozin	t_mid	2.44950280620807	1.01556088462809
Febuxostat	auc_e	16.5058604166667	0.95356866723026
Febuxostat	auc_l	16.60490410726	0.95478074033079
Febuxostat	k	1.27650321597471	1.01822855930725
Febuxostat	r	0.799473682729073	0.676314934505055
Febuxostat	t_mid	3.23399610107204	1.34081085066107
Finasteride	auc_e	17.21319375	0.985888003245591
Finasteride	auc_l	17.2902347858475	0.9855560339005
Finasteride	k	1.23687968226528	0.98732481901822
Finasteride	r	1.28821713482676	0.979253978223082
Finasteride	t_mid	2.31573175801857	1.01022194245835
Fludarabine	auc_e	15.7186270833333	0.908088999917194
Fludarabine	auc_l	15.7994929580936	0.908469659682301
Fludarabine	k	1.14574240723674	0.913924560516731
Fludarabine	r	1.06391766185234	0.900021375735861
Fludarabine	t_mid	2.4702978536407	1.02418248600493
Gimeracil	auc_e	17.7946541666667	1.01919122735842
Gimeracil	auc_l	17.8767661295201	1.01898874964948
Gimeracil	k	1.28218624235457	1.02349025360485
Gimeracil	r	1.24880083210104	0.949291194615022
Gimeracil	t_mid	2.34910111154299	1.0247790918429
Hydroxyurea	auc_e	17.0552520833333	0.985307859622906
Hydroxyurea	auc_l	17.1520794944156	0.986243284038633
Hydroxyurea	k	1.24864508210148	0.996006956444255
Hydroxyurea	r	1.0971868544486	0.92816545639524
Hydroxyurea	t_mid	2.54039112812142	1.05324307236462
Ivosidenib	auc_e	12.2791958333333	0.703292604348137
Ivosidenib	auc_l	12.3260772684374	0.702595423179318
Ivosidenib	k	0.872335002121785	0.696331268467251
Ivosidenib	r	1.37632123131747	1.0462273825148
Ivosidenib	t_mid	2.16824468196323	0.945881726911274
Lovastatin	auc_e	17.3301479166667	0.992586568980741
Lovastatin	auc_l	17.4062577394817	0.99216942715059
Lovastatin	k	1.25915836167254	1.00510851571009
Lovastatin	r	1.25937317825577	0.957327892584078
Lovastatin	t_mid	2.47516283064809	1.07977264379598
Mycophenolate mofetil	auc_e	16.4881	0.966333761293477
Mycophenolate mofetil	auc_l	16.5705837475072	0.966207145877682
Mycophenolate mofetil	k	1.21898018081428	0.978787098332619
Mycophenolate mofetil	r	1.09253743207248	0.961638554831167
Mycophenolate mofetil	t_mid	2.69213745201585	1.07158466278346
Pentoxifylline	auc_e	17.2250708333333	0.986568264802043
Pentoxifylline	auc_l	17.3090809136659	0.986630276975691
Pentoxifylline	k	1.24591926630359	0.994540561828614
Pentoxifylline	r	1.20681554097835	0.917375563121515
Pentoxifylline	t_mid	2.39465181374154	1.04465027022788
Simvastatin	auc_e	15.5339104166667	0.910410664693532
Simvastatin	auc_l	15.5997141085075	0.909597119507411
Simvastatin	k	1.20365614985935	0.966482580154882
Simvastatin	r	1.03791069075675	0.913556741767477
Simvastatin	t_mid	3.34446985123846	1.33124057059019
Stiripentol	auc_e	16.2410729166667	0.93020965086032
Stiripentol	auc_l	16.3105594918195	0.929713825321421
Stiripentol	k	1.19955356921863	0.957529683455043
Stiripentol	r	1.22179294884464	0.928760822516092
Stiripentol	t_mid	2.70651829528254	1.18069986305273
Tacrine	auc_e	17.15786875	1.00558753555396
Tacrine	auc_l	17.2386734306741	1.00516250410761
Tacrine	k	1.25667477063185	1.00905418451751
Tacrine	r	1.12019223541165	0.985979986379896
Tacrine	t_mid	2.56645496209914	1.02155771171737
Tacrolimus	auc_e	16.7311916666667	0.98058086584701
Tacrolimus	auc_l	16.8154477831466	0.980484819169601
Tacrolimus	k	1.22497475608811	0.983600476786475
Tacrolimus	r	1.11261314264294	0.979308958364673
Tacrolimus	t_mid	2.55531113756869	1.01712199784153
Topiramate	auc_e	17.3785875	1.01852340929779
Topiramate	auc_l	17.4622470105677	1.01819876123736
Topiramate	k	1.27180646695148	1.02120426650133
Topiramate	r	1.11136814234841	0.978213123797505
Topiramate	t_mid	2.55154045209018	1.01562110540978
Zonisamide	auc_e	17.1862229166667	0.992874243915215
Zonisamide	auc_l	17.2723126456672	0.993156681214716
Zonisamide	k	1.25567247685271	1.00161249973132
Zonisamide	r	1.09087080980114	0.922822397062132
Zonisamide	t_mid	2.51954639755335	1.04460087242025
Acarbose	auc_e	18.3111791666667	0.982145453159848
Acarbose	auc_l	18.4136347697874	0.981992190815223
Acarbose	k	1.34971593582192	0.97219626393725
Acarbose	r	0.919719883856574	1.13511103108252
Acarbose	t_mid	2.59293693180908	0.962172837174555
Atorvastatin	auc_e	17.6813875	0.95839110793419
Atorvastatin	auc_l	17.7841636375329	0.958461425915704
Atorvastatin	k	1.32347434564286	0.961963689186242
Atorvastatin	r	0.787717396639461	0.994507198768629
Atorvastatin	t_mid	2.75863755687654	1.0192674154146
Bendroflumethiazide	auc_e	18.3131416666667	0.992634324182559
Bendroflumethiazide	auc_l	18.4190487551465	0.992677985520245
Bendroflumethiazide	k	1.36881765435694	0.994921348451884
Bendroflumethiazide	r	0.781686191057667	0.986892694640706
Bendroflumethiazide	t_mid	2.73441456873352	1.01031745297513
Cladribine	auc_e	17.96705625	0.990715688109154
Cladribine	auc_l	18.0714902658427	0.991016351873409
Cladribine	k	1.33910413623367	0.997806975551927
Cladribine	r	0.795868999322543	0.942819417689743
Cladribine	t_mid	2.69575924107979	1.02828864588078
Control	auc_e	18.13543125	1
Control	auc_e	18.44903125	1
Control	auc_e	18.6440604166667	1
Control	auc_l	18.2353098732231	1
Control	auc_l	18.554908060637	1
Control	auc_l	18.7513046865484	1
Control	k	1.34204727872638	1
Control	k	1.3758048879812	1
Control	k	1.38831631625056	1
Control	r	0.844137259362686	1
Control	r	0.792068069104769	1
Control	r	0.810246626692958	1
Control	t_mid	2.62159778956884	1
Control	t_mid	2.7064904804736	1
Control	t_mid	2.69487646255251	1
Didanosine	auc_e	18.0748875	0.979720141132072
Didanosine	auc_l	18.1797006598312	0.979778536246066
Didanosine	k	1.34978257979498	0.981085756844199
Didanosine	r	0.787990385431833	0.994851851965773
Didanosine	t_mid	2.7243955001647	1.00661558568939
Dutasteride	auc_e	18.14791875	0.973388754617897
Dutasteride	auc_l	18.2531986125381	0.973436191116469
Dutasteride	k	1.35873103884943	0.978689815098458
Dutasteride	r	0.786402050092924	0.970571211512034
Dutasteride	t_mid	2.76225885604901	1.02500388957818
Empagliflozin	auc_e	18.5396916666667	1.00491410174541
Empagliflozin	auc_l	18.64511313831	1.00486152113383
Empagliflozin	k	1.38386247117835	1.00585663219221
Empagliflozin	r	0.806172903062598	1.01780760329572
Empagliflozin	t_mid	2.72990327146286	1.00865060902973
Estradiol	auc_e	18.2536145833333	0.989407754585127
Estradiol	auc_l	18.360190132548	0.989505853251732
Estradiol	k	1.36325252064063	0.990876346311733
Estradiol	r	0.789522861435012	0.996786630128097
Estradiol	t_mid	2.72472532544075	1.00673745025106
Guanidine	auc_e	17.8370583333333	0.966828994521506
Guanidine	auc_l	17.9395894806035	0.966837961254098
Guanidine	k	1.32592601881278	0.963745681088829
Guanidine	r	0.821064550556818	1.03660857265061
Guanidine	t_mid	2.67018133927144	0.986584419393264
Lacosamide	auc_e	17.8857833333333	0.986234244268845
Lacosamide	auc_l	17.9890906228665	0.986497665678928
Lacosamide	k	1.33378805798332	0.993845804932516
Lacosamide	r	0.787967007809363	0.933458390883337
Lacosamide	t_mid	2.70198917499733	1.03066503402939
Leflunomide	auc_e	17.3145395833333	0.954735475801456
Leflunomide	auc_l	17.4182722524776	0.955194749832836
Leflunomide	k	1.31853100390562	0.9824773126897
Leflunomide	r	0.666754961660528	0.789865574899418
Leflunomide	t_mid	2.92305405340785	1.11498951709469
Levamlodipine	auc_e	18.31455	0.982326252473839
Levamlodipine	auc_l	18.4193011601804	0.982294377275723
Levamlodipine	k	1.36121089678952	0.98047604919443
Levamlodipine	r	0.81284323383179	1.00320471206333
Levamlodipine	t_mid	2.66602596310178	0.989294314655371
Linagliptin	auc_e	17.987825	0.964801904628027
Linagliptin	auc_l	18.0906091373484	0.964765355784869
Linagliptin	k	1.33561429731503	0.962038896814337
Linagliptin	r	0.828602994160506	1.02265528403675
Linagliptin	t_mid	2.66183007284662	0.987737326677084
Metformin	auc_e	17.72101875	0.977149013205848
Metformin	auc_l	17.8230937800775	0.977394620875025
Metformin	k	1.32702004950409	0.988802757204978
Metformin	r	0.782283158481228	0.926725067285672
Metformin	t_mid	2.76200390501581	1.05355745873972
Pitavastatin	auc_e	18.1257270833333	0.972198473843714
Pitavastatin	auc_l	18.228577668756	0.972123165479391
Pitavastatin	k	1.34550338111619	0.969161973655976
Pitavastatin	r	0.819281920169765	1.01115128798954
Pitavastatin	t_mid	2.653230132906	0.984546108059044
Pyrimethamine	auc_e	16.6161020833333	0.900649029110043
Pyrimethamine	auc_l	16.7156643009227	0.900875619878922
Pyrimethamine	k	1.23043916810468	0.894341326196466
Pyrimethamine	r	0.883735708291234	1.11573202198401
Pyrimethamine	t_mid	2.6352192056	0.973666534064023
Ranitidine	auc_e	18.57626875	0.996363900075862
Ranitidine	auc_l	18.6819310524955	0.996300330285673
Ranitidine	k	1.38376188890924	0.996719459904051
Ranitidine	r	0.811361335566239	1.00137576490485
Ranitidine	t_mid	2.70060998614184	1.00212756453552
Rivastigmine	auc_e	18.3747270833333	1.01319493482314
Rivastigmine	auc_l	18.4805761088402	1.01345007226761
Rivastigmine	k	1.37825035829686	1.02697600907535
Rivastigmine	r	0.775747614717473	0.918982791143651
Rivastigmine	t_mid	2.78261488406687	1.06141945005398
Rosuvastatin	auc_e	17.6160145833333	0.971359012117968
Rosuvastatin	auc_l	17.7150092905468	0.971467412054218
Rosuvastatin	k	1.30327764610888	0.971111574657565
Rosuvastatin	r	0.833538476774814	0.987444242662771
Rosuvastatin	t_mid	2.60991964235506	0.995545408506125
Saxagliptin	auc_e	18.5723125	0.99615170112823
Saxagliptin	auc_l	18.6791518034797	0.996152113984877
Saxagliptin	k	1.38644888079976	0.998654891951539
Saxagliptin	r	0.79657948211508	0.983132117891485
Saxagliptin	t_mid	2.72483246911701	1.01111591087041
Trifluridine	auc_e	17.8763208333333	0.985712475590198
Trifluridine	auc_l	17.9793880742718	0.98596559089313
Trifluridine	k	1.33670823556789	0.996021717533262
Trifluridine	r	0.76780107223533	0.909568987412084
Trifluridine	t_mid	2.73127922892045	1.04183763039015
